NA-189,Dera Ghazi Khan,Punjab,Khawja Sheraz Mehmood,PTI,30225
NA-190,Dera Ghazi Khan,Punjab,Muhammad Amjad Farooq Khan Khosa,IND,885
NA-190,Dera Ghazi Khan,Punjab,Sardar Zulfiqar Ali Khan Khosa,PTI,831
NA-191,Dera Ghazi Khan,Punjab,Sardar Awais Ahmed Khan Leghari,PML-N,1626
NA-191,Dera Ghazi Khan,Punjab,Zartaj Gull,PTI,986
NA-192,Dera Ghazi Khan,Punjab,Mian Muhammad Shehbaz Sharif,PML-N,6201
NA-192,Dera Ghazi Khan,Punjab,Sardar Muhammad Khan Leghari,PTI,4664
NA-193,Rajanpur,Punjab,Sardar Muhammad Jaffar Khan Leghari,PTI,5458
NA-193,Rajanpur,Punjab,Sardar Sher Ali Khan Gurchani,PML-N,3586
NA-194,Rajanpur,Punjab,Hafeez Ur Rehman Khan Dreshak,IND,306
NA-194,Rajanpur,Punjab,Sardar Nasrullah Khan Dreshak,PTI,198
NA-195,Rajanpur,Punjab,Sardar Riaz Mehmood Khan Mazari,PTI,4505
NA-195,Rajanpur,Punjab,Khizar Hussain Mazari,PML-N,2990
NA-196,Jacobabad,Sindh,Muhammad Mian Soomro,PTI,14130
NA-196,Jacobabad,Sindh,Mir Aijaz Hussain Jakhrani,PPPP,10153
NA-197,Kashmore,Sindh,Ehsan-Ur-Rehman Mazari,PPPP,28950
NA-197,Kashmore,Sindh,Shamsheer Ali Mazari,MMA,10390
NA-198,Shikarpur,Sindh,Abid Hussain Bahyo,PPPP,400
NA-198,Shikarpur,Sindh,Mulana Abdullah Pahore,MMA,151
NA-199,Shikarpur,Sindh,Zulfiqar Ali kemario,PPP,8796
NA-199,Shikarpur,Sindh,Ghous Bux Mahar,GDA,4093
NA-200,Larkana,Sindh,Rashid Mehmood Soomro,MMA,13878
NA-200,Larkana,Sindh,Bilawal Bhutto Zardari,PPPP,12915
NA-201,Larkana,Sindh,Khursheed Ahmed Junejo,PPP,677
NA-201,Larkana,Sindh,Allah Bux Unar,GDA,458
NA-202,Kambar-Shahdadkot,Sindh,Aftab Shahban Mirani,PPP,1120
NA-202,Kambar-Shahdadkot,Sindh,Nasir Mehmmod Soomro,MMA,350
NA-203,Kambar-Shahdadkot,Sindh,Mir Amir Ali Khan Magsi,PPPP,8108
NA-203,Kambar-Shahdadkot,Sindh,Sakhawat Ali,PTI,1051
NA-203,Kambar-Shahdadkot,Sindh,Nawab-ud-din,IND,266
NA-204,Ghotki,Sindh,Abdul Haque Alias Mian Mitha,IND,3685
NA-204,Ghotki,Sindh,Khalid Ahmed Khan lund,PPPP,3039
NA-205,Ghotki,Sindh,Ali Muhammad Khan Mahar,IND,5729
NA-205,Ghotki,Sindh,Ahsanullah,PPPP,3904
NA-206,Sukkur,Sindh,Syed Khursheed Ahmed Shah,PPPP,26036
NA-206,Sukkur,Sindh,Syed Tahir Hussain Shah,PTI,11270
NA-207,Sukkur,Sindh,Nauman Islam Shaikh,PPPP,7832
NA-207,Sukkur,Sindh,Mubeen Ahmed,PTI,3601
NA-208,Khairpur,Sindh,Nafisa Shah,PPPP,23241
NA-208,Khairpur,Sindh,Syed Ghous Ali Shah,GDA,8532
NA-209,Khairpur,Sindh,Pir Syed Fazal Ali Shah,PPPP,2742
NA-209,Khairpur,Sindh,Pir Syed Sadaruddin Shah Rashidi,GDA,2091
NA-210,Khairpur,Sindh,Syed Kazim ALi Shah,GDA,6041
NA-210,Khairpur,Sindh,Syed Javed Ali Shah Jillani,PPPP,4218
NA-211,Naushehro Feroze,Sindh,Allahando Shah Alias Zafar Ali Shah,GDA,2725
NA-211,Naushehro Feroze,Sindh,Syed Abrar Ali Shah,PPPP,1514
NA-212,Naushehro Feroze,Sindh,Ghulam Murtaza Khan Jatoi,GDA,7272
NA-212,Naushehro Feroze,Sindh,Zulfiqar Ali Behan,PPPP,6130
NA-213,Shaheed Benazirabad,Sindh,Asif Ali Zardari,PPP,2022
NA-213,Shaheed Benazirabad,Sindh,Sardar Shair Muhammad Rind,GDA,1043
NA-214,Shaheed Benazirabad,Sindh,Syed Ghulam Mustafa Shah,PPPP,47359
NA-214,Shaheed Benazirabad,Sindh,Syed Zain Ul Abdin,SUP,14126
NA-215,Sanghar,Sindh,Haji Khuda bux Rajar,GDA,13691
NA-215,Sanghar,Sindh,Naveed Dero,PPPP,8706
NA-216,Sanghar,Sindh,Kishan Chand Parwani,GDA,12125
NA-216,Sanghar,Sindh,Shazia Marri,PPPP,4757
NA-217,Sanghar,Sindh,Roshan Uddin Junejo,PPPP,12938
NA-217,Sanghar,Sindh,Mehar Ali Alias Mahi Khan,GDA,1925
NA-218,Mirpurkhas,Sindh,Ali Nawaz Shah,IND,8013
NA-218,Mirpurkhas,Sindh,Peer Hasan Shah Jelani,PPPP,5510
NA-219,Mirpurkhas,Sindh,Arbab Ghulam Rahim,GDA,145
NA-219,Mirpurkhas,Sindh,Mir Munwar Ali Talpur,PPPP,71
NA-220,Umerkot,Sindh,Nawab Yousaf Talpur,PPPP,26000
NA-220,Umerkot,Sindh,Makhdoom Shah Mehmood Qureshi,PTI,19192
NA-221,Tharparkar,Sindh,Makhdoom Shah Mehmood Qureshi,PTI,633
NA-221,Tharparkar,Sindh,Pir Noor Muhammad Shah Jelani,PPPP,591
NA-222,Tharparkar,Sindh,Mahesh Kumar Malani,PPPP,19030
NA-222,Tharparkar,Sindh,Arbab Zakaullah,GDA,9270
NA-223,Matiari,Sindh,Makhdoom Jamil uz Zaman,PPPP,18081
NA-223,Matiari,Sindh,Makhdoom Fazal Hussain,GDA,6638
NA-224,Tando Allah Yar,Sindh,Muhammmad Mohsin,GDA,8141
NA-224,Tando Allah Yar,Sindh,Zulfiqar Bachani,PPPP,6122
NA-225,Hyderabad,Sindh,Syed Hussain Tarique,PPPP,12778
NA-225,Hyderabad,Sindh,Khawand Bux Ghulam Muhammad,PTI,5150
NA-226,Hyderabad,Sindh,Sabir kaim khani,MQM-P,340
NA-226,Hyderabad,Sindh,Jamshed Ali Shaikh,PTI,300
NA-227,Hyderabad,Sindh,Salahuddin son of shaikh Rahimuddin,MQM-H,2915
NA-227,Hyderabad,Sindh,Q Muhammad Hakam,PTI,2018
NA-228,Tando Muhammad Khan,Sindh,syed Naveed Qamar,PPPP,21294
NA-228,Tando Muhammad Khan,Sindh,Mir Ali NAwaz Talpur,GDA,8668
NA-229,Badin,Sindh,Mir Ghulam Ali,PPPP,5541
NA-229,Badin,Sindh,Muhammad Hassam Mirza,GDA,4115
NA-230,Badin,Sindh,Dr Fehmida Mirza,GDA,3906
NA-230,Badin,Sindh,Haji Rasool Bux Chandio,PPPP,3335
NA-231,Sajawal,Sindh,Syed Ayaz Ali Shah Sheerazi,PPPP,8076
NA-231,Sajawal,Sindh,Molvi Muhammad Saleh Alahdad,MMA,704
NA-232,Thatta,Sindh,Shams ul Nisa,PPPP,28777
NA-232,Thatta,Sindh,Arslan Bux Brohi,PTI,4117
NA-233,Jamshoro,Sindh,Sikandar Ali Rahoupoto,PPPP,3338
NA-233,Jamshoro,Sindh,Syed Jalal Mehmood,SUP,1432
NA-234,Dadu,Sindh,Irfan Ali Laghari,PPPP,850
NA-234,Dadu,Sindh,Liaqat Ali Jatoi,PTI,729
NA-235,Dadu,Sindh,Rafiq Ahmed Jamali,PPPP,21927
NA-235,Dadu,Sindh,Karim Ali Jatoi,PTI,9864
NA-236,Karachi,Sindh,Jam Abdul Karim Bijar,PPPP,1654
NA-236,Karachi,Sindh,Masroor Ali,PTI,168
NA-236,Karachi,Sindh,Afshan Shahida,TLP,21
NA-238,Karachi,Sindh,Zunaira Rehman,PTI,161
NA-238,Karachi,Sindh,Hafiz Aurangzaib,PRHP,142
NA-240,Karachi,Sindh,Iqbal Muhammad Ali Khan,MQM-P,4648
NA-240,Karachi,Sindh,Farrukh Manzoor,PTI,2165
NA-240,Karachi,Sindh,Afaq Shafqat,MQM-H,339
NA-243,Karachi,Sindh,Imran Ahmad Khan Niazi,PTI,712
NA-243,Karachi,Sindh,Muhammad Usama Razi,MMA,174
NA-244,Karachi,Sindh,Ali Haider Zaidi,PTI,280
NA-244,Karachi,Sindh,Miftah Ismail Ahmed,PML-N,116
NA-246,Karachi,Sindh,Bilawal Bhutto Zardari,PPPP,1155
NA-246,Karachi,Sindh,Abdul Shakoor Shaad,PTI,765
NA-248,Karachi,Sindh,Abdul Qadir Patel,PPPP,688
NA-248,Karachi,Sindh,Sardar Aziz,PTI,331
NA-248,Karachi,Sindh,Mohammad Salman Khan,PML-N,133
NA-250,Karachi,Sindh,Ali Ahmed,PPPP,245
NA-250,Karachi,Sindh,Attah Ulla,PTI,164
NA-251,Karachi,Sindh,Syed Amin Ul Haq,MQM-P,324
NA-251,Karachi,Sindh,Mohammad Laeeque Khan,MMA,133
NA-252,Karachi,Sindh,Dr.Abdul Qadir Khanzada,MQM-P,117
NA-252,Karachi,Sindh,Aftab Jehangir,PTI,85
NA-253,Karachi,Sindh,Khalid Mumtaz,PML-N,215
NA-253,Karachi,Sindh,Muhammad Ashraf Jabbar,PTI,112
NA-255,Karachi,Sindh,Mehmood Baqi Moulvi,PTI,1453
NA-255,Karachi,Sindh,Dr. Khalid Maqbool Siddiqui,MQM-P,809
NA-256,Karachi,Sindh,Amir Wali Uddin Chishti,MQM-P,550
NA-256,Karachi,Sindh,Meraj Ul Huda Siddiui,MMA,215
NA-257,Zhob,Balochistan,Molana Abdul Wassay,MMA,1419
NA-257,Zhob,Balochistan,Abdul Rauf,JUI-NP,361
NA-257,Zhob,Balochistan,Allah Noor,PkMAP,221
NA-258,Loralai,Balochistan,Sardar Yaqoob Khan Nasar,PML-N,2292
NA-258,Loralai,Balochistan,Sardar Muhammad Israr Tareen,BAP,1678
NA-258,Loralai,Balochistan,Amir Zaman,MMA,747
NA-258,Loralai,Balochistan,Habib-ur-Rehman,PkMAP,156
NA-259,Kohlu,Balochistan,Mir Hair Bayar Khan Domki,IND,1275
NA-259,Kohlu,Balochistan,Mir Dostain Khan Domki,BAP,562
NA-259,Kohlu,Balochistan,Babar Marghzani,PTI,76
NA-260,Nasirabad,Balochistan,Sardar Yar Muhammad Rind,PTI,110
NA-260,Nasirabad,Balochistan,Khalid Hussain Magsi,BAP,50
NA-263,Pishin,Balochistan,Asghar Khan Achakzai,ANP,2088
NA-263,Pishin,Balochistan,Mehmood Khan Achakzai,PkMAP,1525
NA-263,Pishin,Balochistan,Sallah Uddin,MMA,1254
NA-265,Quetta,Balochistan,Qasim Khan Suri,PTI,296
NA-265,Quetta,Balochistan,Rahila Hameed Khan Durrani,PML-N,275
NA-266,Quetta,Balochistan,Agha Hassan Baloch,BNP,485
NA-266,Quetta,Balochistan,Meer Riaz Ahmad Shahwani,PPPP,70
NA-267,Quetta,Balochistan,Manzoor Ahmed Khan,BNP,893
NA-267,Quetta,Balochistan,Sardar Noor Ahmed,BAP,873
NA-267,Quetta,Balochistan,Agha Syed Mehmood Shah,MMA,460
NA-268,Chaghi,Balochistan,Muhammad Hashim,BNP,906
NA-268,Chaghi,Balochistan,Muhammad Usman Badini,MMA,474
NA-269,Khuzdar,Balochistan,Mohammad Akhtar Mengal,BNP,6620
NA-269,Khuzdar,Balochistan,Muhammad Khalid Bizenjo,BAP,1377
NA-270,Washuk,Balochistan,Meer Nazeer Ahmed Baloch,BNP,288
NA-270,Washuk,Balochistan,Muhammad Hanif,BNP-A,248
NA-270,Washuk,Balochistan,Attaullah Baloch,MMA,55
NA-272,Gwadar,Balochistan,Muhammad Aslam bhotani,IND,7537
NA-272,Gwadar,Balochistan,Jam Kamal Khan,BAP,6371
